language,model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
po,LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.48 $\pm$ 0.00,0.52 $\pm$ 0.02,0.53 $\pm$ 0.03,0.55 $\pm$ 0.04,0.55 $\pm$ 0.04,0.59 $\pm$ 0.04
po,LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.49 $\pm$ 0.03,0.51 $\pm$ 0.03,0.53 $\pm$ 0.04,0.55 $\pm$ 0.05,0.57 $\pm$ 0.05,0.59 $\pm$ 0.04
po,LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.48 $\pm$ 0.01,0.54 $\pm$ 0.02,0.54 $\pm$ 0.03,0.56 $\pm$ 0.05,0.55 $\pm$ 0.02,0.59 $\pm$ 0.03
po,LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.48 $\pm$ 0.01,0.51 $\pm$ 0.02,0.54 $\pm$ 0.04,0.56 $\pm$ 0.05,0.57 $\pm$ 0.03,0.59 $\pm$ 0.06
po,LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.48 $\pm$ 0.02,0.52 $\pm$ 0.02,0.55 $\pm$ 0.03,0.55 $\pm$ 0.04,0.56 $\pm$ 0.03,0.58 $\pm$ 0.04
po,LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.48 $\pm$ 0.04,0.50 $\pm$ 0.04,0.53 $\pm$ 0.02,0.57 $\pm$ 0.04,0.53 $\pm$ 0.03,0.56 $\pm$ 0.04
po,LogisticRegressionRidge,No Upsampling,LogisticRegressionRidgeDual,0.47 $\pm$ 0.03,0.51 $\pm$ 0.04,0.55 $\pm$ 0.02,0.56 $\pm$ 0.04,0.55 $\pm$ 0.04,0.56 $\pm$ 0.04
po,LogisticRegressionRidge,RakelD Partitioning of labels,RakelD_LogisticRegression,0.49 $\pm$ 0.04,0.54 $\pm$ 0.03,0.57 $\pm$ 0.02,0.59 $\pm$ 0.03,0.55 $\pm$ 0.04,0.56 $\pm$ 0.03
po,LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidgeDual_ROS,0.51 $\pm$ 0.03,0.50 $\pm$ 0.03,0.53 $\pm$ 0.02,0.57 $\pm$ 0.04,0.53 $\pm$ 0.03,0.56 $\pm$ 0.06
po,LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.48 $\pm$ 0.03,0.50 $\pm$ 0.03,0.54 $\pm$ 0.03,0.56 $\pm$ 0.04,0.53 $\pm$ 0.03,0.55 $\pm$ 0.04
po,LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.48 $\pm$ 0.04,0.51 $\pm$ 0.04,0.57 $\pm$ 0.03,0.57 $\pm$ 0.05,0.54 $\pm$ 0.03,0.53 $\pm$ 0.04
po,Multi-label ARAM,Natively Multilabel,MLARAM,0.28 $\pm$ 0.15,0.29 $\pm$ 0.11,0.30 $\pm$ 0.03,0.28 $\pm$ 0.06,0.42 $\pm$ 0.03,0.38 $\pm$ 0.02
po,Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.49 $\pm$ 0.05,0.48 $\pm$ 0.04,0.51 $\pm$ 0.02,0.57 $\pm$ 0.02,0.59 $\pm$ 0.01,0.58 $\pm$ 0.03
po,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.49 $\pm$ 0.03,0.53 $\pm$ 0.02,0.57 $\pm$ 0.02,0.61 $\pm$ 0.04,0.60 $\pm$ 0.05,0.59 $\pm$ 0.03
po,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.50 $\pm$ 0.03,0.55 $\pm$ 0.03,0.56 $\pm$ 0.01,0.61 $\pm$ 0.05,0.61 $\pm$ 0.04,0.60 $\pm$ 0.04
po,NaiveBayes,No Upsampling,ComplementNaiveBayes,0.48 $\pm$ 0.02,0.53 $\pm$ 0.02,0.55 $\pm$ 0.01,0.60 $\pm$ 0.03,0.61 $\pm$ 0.04,0.61 $\pm$ 0.05
po,NaiveBayes,No Upsampling,NaiveBayes,0.48 $\pm$ 0.02,0.53 $\pm$ 0.02,0.55 $\pm$ 0.01,0.60 $\pm$ 0.04,0.60 $\pm$ 0.05,0.61 $\pm$ 0.05
po,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.48 $\pm$ 0.02,0.53 $\pm$ 0.02,0.55 $\pm$ 0.01,0.60 $\pm$ 0.03,0.60 $\pm$ 0.05,0.61 $\pm$ 0.05
po,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.48 $\pm$ 0.02,0.54 $\pm$ 0.03,0.55 $\pm$ 0.01,0.60 $\pm$ 0.03,0.61 $\pm$ 0.05,0.61 $\pm$ 0.05
po,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.49 $\pm$ 0.03,0.53 $\pm$ 0.02,0.57 $\pm$ 0.03,0.60 $\pm$ 0.03,0.61 $\pm$ 0.05,0.59 $\pm$ 0.03
po,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.50 $\pm$ 0.05,0.54 $\pm$ 0.01,0.55 $\pm$ 0.01,0.60 $\pm$ 0.04,0.61 $\pm$ 0.05,0.60 $\pm$ 0.04
po,NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.49 $\pm$ 0.02,0.53 $\pm$ 0.02,0.55 $\pm$ 0.01,0.60 $\pm$ 0.04,0.61 $\pm$ 0.05,0.61 $\pm$ 0.05
po,NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.49 $\pm$ 0.02,0.53 $\pm$ 0.02,0.56 $\pm$ 0.02,0.60 $\pm$ 0.03,0.60 $\pm$ 0.05,0.61 $\pm$ 0.05
po,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.50 $\pm$ 0.08,0.50 $\pm$ 0.03,0.50 $\pm$ 0.05,0.57 $\pm$ 0.04,0.62 $\pm$ 0.05,0.69 $\pm$ 0.01
po,RandomForest,No Upsampling,RandomForest,0.27 $\pm$ 0.14,0.51 $\pm$ 0.03,0.49 $\pm$ 0.04,0.58 $\pm$ 0.06,0.60 $\pm$ 0.05,0.69 $\pm$ 0.02
po,RandomForest,Random Oversampling,RandomForest_ROS,0.51 $\pm$ 0.06,0.50 $\pm$ 0.03,0.51 $\pm$ 0.03,0.57 $\pm$ 0.05,0.61 $\pm$ 0.05,0.68 $\pm$ 0.03
po,RandomForest,SMOTE,RandomForest_SMOTE,0.52 $\pm$ 0.01,0.50 $\pm$ 0.04,0.51 $\pm$ 0.03,0.57 $\pm$ 0.05,0.59 $\pm$ 0.05,0.68 $\pm$ 0.03
po,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.53 $\pm$ 0.01,0.51 $\pm$ 0.03,0.50 $\pm$ 0.04,0.57 $\pm$ 0.05,0.61 $\pm$ 0.05,**0.70 $\pm$ 0.03**
po,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.50 $\pm$ 0.02,0.54 $\pm$ 0.04,0.58 $\pm$ 0.02,0.60 $\pm$ 0.05,0.63 $\pm$ 0.05,0.65 $\pm$ 0.02
po,RidgeClassifier,No Upsampling,RidgeClassifier,0.48 $\pm$ 0.02,0.55 $\pm$ 0.05,0.59 $\pm$ 0.03,0.60 $\pm$ 0.05,0.63 $\pm$ 0.04,0.66 $\pm$ 0.02
po,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.48 $\pm$ 0.02,0.53 $\pm$ 0.03,0.59 $\pm$ 0.04,0.61 $\pm$ 0.05,0.63 $\pm$ 0.04,0.66 $\pm$ 0.03
po,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.48 $\pm$ 0.02,0.54 $\pm$ 0.06,0.60 $\pm$ 0.03,0.59 $\pm$ 0.06,0.62 $\pm$ 0.04,0.65 $\pm$ 0.03
po,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.48 $\pm$ 0.02,0.54 $\pm$ 0.02,0.59 $\pm$ 0.03,0.60 $\pm$ 0.09,0.64 $\pm$ 0.04,0.66 $\pm$ 0.03
po,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.48 $\pm$ 0.04,0.55 $\pm$ 0.04,0.58 $\pm$ 0.04,0.62 $\pm$ 0.07,0.62 $\pm$ 0.05,0.65 $\pm$ 0.03
po,SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.49 $\pm$ 0.01,0.55 $\pm$ 0.03,0.56 $\pm$ 0.04,0.62 $\pm$ 0.05,0.61 $\pm$ 0.06,0.62 $\pm$ 0.03
po,SVM,No Upsampling,SVM_rbf,0.49 $\pm$ 0.04,0.56 $\pm$ 0.06,0.60 $\pm$ 0.07,0.62 $\pm$ 0.05,0.64 $\pm$ 0.06,0.66 $\pm$ 0.04
po,SVM,No Upsampling,SVM_sigmoid,0.49 $\pm$ 0.01,0.50 $\pm$ 0.03,0.59 $\pm$ 0.05,0.62 $\pm$ 0.03,0.61 $\pm$ 0.03,0.64 $\pm$ 0.02
po,SVM,RakelD Partitioning of labels,RakelD_SVM,0.46 $\pm$ 0.04,0.50 $\pm$ 0.02,0.51 $\pm$ 0.03,0.60 $\pm$ 0.05,0.60 $\pm$ 0.05,0.61 $\pm$ 0.04
po,SVM,Random Oversampling,SVM_rbf_ROS,0.49 $\pm$ 0.03,0.56 $\pm$ 0.06,0.61 $\pm$ 0.02,0.65 $\pm$ 0.03,0.62 $\pm$ 0.03,0.64 $\pm$ 0.02
po,SVM,Random Oversampling,SVM_sigmoid_ROS,0.49 $\pm$ 0.04,0.55 $\pm$ 0.02,0.59 $\pm$ 0.05,0.61 $\pm$ 0.03,0.60 $\pm$ 0.05,0.64 $\pm$ 0.03
po,SVM,SMOTE,SVM_rbf_SMOTE,0.50 $\pm$ 0.03,0.55 $\pm$ 0.04,0.61 $\pm$ 0.08,0.65 $\pm$ 0.04,0.64 $\pm$ 0.06,0.66 $\pm$ 0.02
po,SVM,SMOTE,SVM_sigmoid_SMOTE,0.48 $\pm$ 0.01,0.53 $\pm$ 0.04,0.54 $\pm$ 0.04,0.63 $\pm$ 0.05,0.62 $\pm$ 0.04,0.64 $\pm$ 0.03
po,SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.48 $\pm$ 0.04,0.45 $\pm$ 0.11,0.63 $\pm$ 0.05,0.62 $\pm$ 0.04,0.63 $\pm$ 0.05,0.66 $\pm$ 0.02
po,SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.48 $\pm$ 0.02,0.53 $\pm$ 0.02,0.52 $\pm$ 0.02,0.58 $\pm$ 0.05,0.61 $\pm$ 0.03,0.64 $\pm$ 0.02
po,XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.44 $\pm$ 0.03,0.46 $\pm$ 0.04,0.44 $\pm$ 0.03,0.47 $\pm$ 0.03,0.53 $\pm$ 0.01,0.57 $\pm$ 0.03
po,XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.44 $\pm$ 0.03,0.46 $\pm$ 0.03,0.47 $\pm$ 0.03,0.52 $\pm$ 0.06,0.54 $\pm$ 0.04,0.58 $\pm$ 0.03
po,XGBoost,No Upsampling,XGBoost_broad,0.44 $\pm$ 0.04,0.45 $\pm$ 0.04,0.45 $\pm$ 0.03,0.47 $\pm$ 0.04,0.52 $\pm$ 0.02,0.56 $\pm$ 0.01
po,XGBoost,No Upsampling,XGBoost_narrow,0.44 $\pm$ 0.03,0.46 $\pm$ 0.05,0.47 $\pm$ 0.03,0.47 $\pm$ 0.02,0.53 $\pm$ 0.04,0.55 $\pm$ 0.03
po,XGBoost,Random Oversampling,XGBoost_broad_ROS,0.44 $\pm$ 0.03,0.46 $\pm$ 0.03,0.45 $\pm$ 0.03,0.46 $\pm$ 0.02,0.48 $\pm$ 0.02,0.57 $\pm$ 0.02
po,XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.44 $\pm$ 0.03,0.46 $\pm$ 0.04,0.46 $\pm$ 0.03,0.50 $\pm$ 0.03,0.53 $\pm$ 0.03,0.57 $\pm$ 0.03
po,XGBoost,SMOTE,XGBoost_broad_SMOTE,0.44 $\pm$ 0.02,0.46 $\pm$ 0.04,0.44 $\pm$ 0.03,0.46 $\pm$ 0.02,0.51 $\pm$ 0.05,0.56 $\pm$ 0.03
po,XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.44 $\pm$ 0.03,0.45 $\pm$ 0.03,0.46 $\pm$ 0.05,0.49 $\pm$ 0.06,0.53 $\pm$ 0.04,0.58 $\pm$ 0.03
po,XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.44 $\pm$ 0.03,0.45 $\pm$ 0.02,0.45 $\pm$ 0.03,0.46 $\pm$ 0.02,0.51 $\pm$ 0.02,0.57 $\pm$ 0.03
po,XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.44 $\pm$ 0.03,0.45 $\pm$ 0.04,0.45 $\pm$ 0.03,0.49 $\pm$ 0.07,0.51 $\pm$ 0.03,0.57 $\pm$ 0.04
ru,Binary Relevance kNN,Natively Multilabel,BRkNNaClassifier,0.34 $\pm$ 0.02,0.34 $\pm$ 0.04,0.39 $\pm$ 0.01,0.46 $\pm$ 0.06,0.43 $\pm$ 0.03,0.42 $\pm$ 0.08
ru,Binary Relevance kNN,Natively Multilabel,BRkNNbClassifier,0.10 $\pm$ 0.03,0.11 $\pm$ 0.02,0.11 $\pm$ 0.01,0.10 $\pm$ 0.02,0.11 $\pm$ 0.02,0.11 $\pm$ 0.02
ru,ComplementNB,RakelD Partitioning of labels,RakelD_ComplementNB,0.27 $\pm$ 0.02,0.34 $\pm$ 0.03,0.36 $\pm$ 0.04,0.46 $\pm$ 0.08,0.43 $\pm$ 0.03,0.45 $\pm$ 0.01
ru,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.25 $\pm$ 0.03,0.28 $\pm$ 0.02,0.32 $\pm$ 0.01,0.33 $\pm$ 0.02,0.33 $\pm$ 0.01,0.35 $\pm$ 0.03
ru,KNN,No Upsampling,kNN,0.35 $\pm$ 0.04,0.37 $\pm$ 0.05,0.49 $\pm$ 0.05,0.48 $\pm$ 0.02,0.39 $\pm$ 0.04,0.47 $\pm$ 0.04
ru,KNN,Random Oversampling,kNN_ROS,0.29 $\pm$ 0.02,0.27 $\pm$ 0.01,0.31 $\pm$ 0.01,0.34 $\pm$ 0.01,0.35 $\pm$ 0.01,0.34 $\pm$ 0.01
ru,KNN,SMOTE,kNN_SMOTE,0.27 $\pm$ 0.04,0.26 $\pm$ 0.03,0.32 $\pm$ 0.02,0.32 $\pm$ 0.02,0.35 $\pm$ 0.02,0.35 $\pm$ 0.02
ru,KNN,SVMSMOTE,kNN_SVMSMOTE,0.22 $\pm$ 0.01,0.32 $\pm$ 0.04,0.37 $\pm$ 0.02,0.37 $\pm$ 0.01,0.38 $\pm$ 0.01,0.39 $\pm$ 0.02
ru,LinearSVM,BorderlineSMOTE,LinearSVMDual_BorderlineSMOTE,0.30 $\pm$ 0.02,0.30 $\pm$ 0.02,0.36 $\pm$ 0.04,0.40 $\pm$ 0.01,0.37 $\pm$ 0.01,0.39 $\pm$ 0.01
ru,LinearSVM,BorderlineSMOTE,LinearSVMDual_SVMSMOTE,0.32 $\pm$ 0.00,0.30 $\pm$ 0.03,0.35 $\pm$ 0.01,0.38 $\pm$ 0.04,0.38 $\pm$ 0.03,0.43 $\pm$ 0.03
ru,LinearSVM,No Upsampling,LinearSVMDual,0.30 $\pm$ 0.01,0.29 $\pm$ 0.02,0.34 $\pm$ 0.02,0.40 $\pm$ 0.06,0.37 $\pm$ 0.02,0.42 $\pm$ 0.05
ru,LinearSVM,RakelD Partitioning of labels,RakelD_LineaSVM,0.31 $\pm$ 0.01,0.31 $\pm$ 0.02,0.35 $\pm$ 0.01,0.37 $\pm$ 0.04,0.40 $\pm$ 0.04,0.45 $\pm$ 0.04
ru,LinearSVM,Random Oversampling,LinearSVMDual_ROS,0.31 $\pm$ 0.01,0.31 $\pm$ 0.04,0.35 $\pm$ 0.02,0.37 $\pm$ 0.05,0.39 $\pm$ 0.03,0.42 $\pm$ 0.01
ru,LinearSVM,SMOTE,LinearSVMDual_SMOTE,0.32 $\pm$ 0.01,0.30 $\pm$ 0.03,0.38 $\pm$ 0.03,0.44 $\pm$ 0.03,0.39 $\pm$ 0.02,0.43 $\pm$ 0.04
ru,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.32 $\pm$ 0.01,0.37 $\pm$ 0.02,0.41 $\pm$ 0.02,0.43 $\pm$ 0.02,0.38 $\pm$ 0.01,0.42 $\pm$ 0.02
ru,LogisticRegression,No Upsampling,LogisticRegression,0.36 $\pm$ 0.02,0.39 $\pm$ 0.03,0.50 $\pm$ 0.04,0.51 $\pm$ 0.02,0.44 $\pm$ 0.06,0.48 $\pm$ 0.07
ru,LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.34 $\pm$ 0.02,0.39 $\pm$ 0.03,0.50 $\pm$ 0.05,0.49 $\pm$ 0.04,0.44 $\pm$ 0.01,0.46 $\pm$ 0.05
ru,LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.31 $\pm$ 0.02,0.42 $\pm$ 0.03,0.46 $\pm$ 0.05,0.47 $\pm$ 0.01,0.44 $\pm$ 0.02,0.49 $\pm$ 0.05
ru,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.33 $\pm$ 0.03,0.41 $\pm$ 0.02,0.44 $\pm$ 0.04,0.45 $\pm$ 0.02,0.40 $\pm$ 0.04,0.45 $\pm$ 0.01
ru,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.29 $\pm$ 0.02,0.36 $\pm$ 0.01,0.38 $\pm$ 0.03,0.40 $\pm$ 0.05,0.42 $\pm$ 0.01,0.47 $\pm$ 0.01
ru,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.33 $\pm$ 0.04,0.34 $\pm$ 0.03,0.40 $\pm$ 0.03,0.40 $\pm$ 0.02,0.39 $\pm$ 0.03,0.44 $\pm$ 0.00
ru,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.29 $\pm$ 0.02,0.34 $\pm$ 0.02,0.41 $\pm$ 0.02,0.37 $\pm$ 0.04,0.41 $\pm$ 0.03,0.42 $\pm$ 0.05
ru,LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.30 $\pm$ 0.02,0.38 $\pm$ 0.02,0.40 $\pm$ 0.02,0.39 $\pm$ 0.04,0.39 $\pm$ 0.04,0.42 $\pm$ 0.03
ru,LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.32 $\pm$ 0.03,0.38 $\pm$ 0.00,0.41 $\pm$ 0.02,0.39 $\pm$ 0.02,0.39 $\pm$ 0.01,0.43 $\pm$ 0.04
ru,LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.34 $\pm$ 0.02,0.37 $\pm$ 0.03,0.42 $\pm$ 0.02,0.38 $\pm$ 0.02,0.39 $\pm$ 0.03,0.42 $\pm$ 0.01
ru,LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.32 $\pm$ 0.03,0.39 $\pm$ 0.05,0.39 $\pm$ 0.02,0.38 $\pm$ 0.02,0.38 $\pm$ 0.01,0.41 $\pm$ 0.02
ru,LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.32 $\pm$ 0.03,0.40 $\pm$ 0.06,0.42 $\pm$ 0.03,0.39 $\pm$ 0.03,0.38 $\pm$ 0.04,0.42 $\pm$ 0.00
ru,LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.33 $\pm$ 0.02,0.34 $\pm$ 0.04,0.41 $\pm$ 0.03,0.40 $\pm$ 0.03,0.39 $\pm$ 0.03,0.43 $\pm$ 0.05
ru,LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.32 $\pm$ 0.02,0.31 $\pm$ 0.02,0.35 $\pm$ 0.01,0.38 $\pm$ 0.01,0.37 $\pm$ 0.05,0.46 $\pm$ 0.02
ru,LogisticRegressionRidge,No Upsampling,LogisticRegressionRidgeDual,0.31 $\pm$ 0.01,0.29 $\pm$ 0.02,0.34 $\pm$ 0.02,0.42 $\pm$ 0.04,0.40 $\pm$ 0.03,0.44 $\pm$ 0.02
ru,LogisticRegressionRidge,RakelD Partitioning of labels,RakelD_LogisticRegression,0.29 $\pm$ 0.00,0.33 $\pm$ 0.02,0.35 $\pm$ 0.03,0.41 $\pm$ 0.03,0.46 $\pm$ 0.03,0.50 $\pm$ 0.03
ru,LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidgeDual_ROS,0.31 $\pm$ 0.01,0.29 $\pm$ 0.02,0.34 $\pm$ 0.01,0.38 $\pm$ 0.04,0.37 $\pm$ 0.03,0.41 $\pm$ 0.03
ru,LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.31 $\pm$ 0.00,0.32 $\pm$ 0.03,0.42 $\pm$ 0.04,0.40 $\pm$ 0.01,0.43 $\pm$ 0.03,0.41 $\pm$ 0.05
ru,LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.32 $\pm$ 0.01,0.36 $\pm$ 0.03,0.45 $\pm$ 0.03,0.43 $\pm$ 0.02,0.40 $\pm$ 0.01,0.46 $\pm$ 0.06
ru,Multi-label ARAM,Natively Multilabel,MLARAM,0.09 $\pm$ 0.01,0.12 $\pm$ 0.06,0.12 $\pm$ 0.05,0.16 $\pm$ 0.06,0.16 $\pm$ 0.03,0.23 $\pm$ 0.04
ru,Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.30 $\pm$ 0.02,0.37 $\pm$ 0.02,0.39 $\pm$ 0.03,0.49 $\pm$ 0.01,0.39 $\pm$ 0.07,0.56 $\pm$ 0.05
ru,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.28 $\pm$ 0.01,0.36 $\pm$ 0.03,0.39 $\pm$ 0.03,0.46 $\pm$ 0.05,0.45 $\pm$ 0.02,0.46 $\pm$ 0.02
ru,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.30 $\pm$ 0.01,0.36 $\pm$ 0.03,0.40 $\pm$ 0.01,0.44 $\pm$ 0.04,0.40 $\pm$ 0.01,0.46 $\pm$ 0.02
ru,NaiveBayes,No Upsampling,ComplementNaiveBayes,0.26 $\pm$ 0.02,0.33 $\pm$ 0.02,0.38 $\pm$ 0.05,0.45 $\pm$ 0.02,0.44 $\pm$ 0.06,0.47 $\pm$ 0.02
ru,NaiveBayes,No Upsampling,NaiveBayes,0.26 $\pm$ 0.02,0.33 $\pm$ 0.03,0.37 $\pm$ 0.05,0.44 $\pm$ 0.02,0.42 $\pm$ 0.04,0.47 $\pm$ 0.02
ru,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.27 $\pm$ 0.02,0.39 $\pm$ 0.05,0.41 $\pm$ 0.04,0.45 $\pm$ 0.02,0.40 $\pm$ 0.02,0.45 $\pm$ 0.00
ru,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.27 $\pm$ 0.01,0.31 $\pm$ 0.01,0.35 $\pm$ 0.03,0.46 $\pm$ 0.04,0.39 $\pm$ 0.05,0.47 $\pm$ 0.01
ru,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.29 $\pm$ 0.02,0.34 $\pm$ 0.01,0.41 $\pm$ 0.01,0.45 $\pm$ 0.06,0.45 $\pm$ 0.01,0.46 $\pm$ 0.03
ru,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.30 $\pm$ 0.01,0.36 $\pm$ 0.03,0.37 $\pm$ 0.01,0.44 $\pm$ 0.03,0.45 $\pm$ 0.01,0.48 $\pm$ 0.01
ru,NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.29 $\pm$ 0.02,0.35 $\pm$ 0.02,0.38 $\pm$ 0.04,0.45 $\pm$ 0.02,0.42 $\pm$ 0.04,0.48 $\pm$ 0.00
ru,NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.28 $\pm$ 0.02,0.35 $\pm$ 0.02,0.36 $\pm$ 0.03,0.44 $\pm$ 0.06,0.42 $\pm$ 0.05,0.44 $\pm$ 0.02
ru,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.22 $\pm$ 0.03,0.26 $\pm$ 0.01,0.31 $\pm$ 0.02,0.43 $\pm$ 0.08,0.38 $\pm$ 0.05,0.50 $\pm$ 0.02
ru,RandomForest,No Upsampling,RandomForest,0.24 $\pm$ 0.02,0.24 $\pm$ 0.00,0.31 $\pm$ 0.01,0.38 $\pm$ 0.05,0.39 $\pm$ 0.03,0.47 $\pm$ 0.02
ru,RandomForest,Random Oversampling,RandomForest_ROS,0.24 $\pm$ 0.01,0.31 $\pm$ 0.10,0.30 $\pm$ 0.01,0.45 $\pm$ 0.09,0.46 $\pm$ 0.04,0.54 $\pm$ 0.03
ru,RandomForest,SMOTE,RandomForest_SMOTE,0.24 $\pm$ 0.02,0.25 $\pm$ 0.02,0.32 $\pm$ 0.02,0.36 $\pm$ 0.02,0.38 $\pm$ 0.03,0.48 $\pm$ 0.04
ru,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.25 $\pm$ 0.01,0.25 $\pm$ 0.02,0.32 $\pm$ 0.03,0.39 $\pm$ 0.01,0.39 $\pm$ 0.05,0.52 $\pm$ 0.04
ru,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.31 $\pm$ 0.00,0.44 $\pm$ 0.04,0.50 $\pm$ 0.03,0.50 $\pm$ 0.03,0.46 $\pm$ 0.01,0.53 $\pm$ 0.02
ru,RidgeClassifier,No Upsampling,RidgeClassifier,0.33 $\pm$ 0.00,0.42 $\pm$ 0.01,0.54 $\pm$ 0.02,0.47 $\pm$ 0.02,0.46 $\pm$ 0.01,0.52 $\pm$ 0.03
ru,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.26 $\pm$ 0.01,0.44 $\pm$ 0.01,0.50 $\pm$ 0.03,0.50 $\pm$ 0.03,0.47 $\pm$ 0.03,0.53 $\pm$ 0.03
ru,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.32 $\pm$ 0.01,0.43 $\pm$ 0.00,0.54 $\pm$ 0.03,0.52 $\pm$ 0.03,0.49 $\pm$ 0.03,0.53 $\pm$ 0.04
ru,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.31 $\pm$ 0.02,0.39 $\pm$ 0.02,0.52 $\pm$ 0.06,0.47 $\pm$ 0.00,0.44 $\pm$ 0.03,0.51 $\pm$ 0.04
ru,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.29 $\pm$ 0.03,0.51 $\pm$ 0.04,0.54 $\pm$ 0.03,0.47 $\pm$ 0.01,0.49 $\pm$ 0.07,0.50 $\pm$ 0.01
